"id","n_features","file_bytes"
"21879",21,10167
"21880",21,10391
"21881",21,10616
"21882",21,10310
"21883",21,10436
"21951",21,36508
"21954",21,33780
"21961",21,27007
"21976",21,11856
"21977",21,12014
"21978",21,11969
"21979",21,19720
"21982",21,13644
"21983",21,14111
"21984",21,14608
"21985",21,15466
"21986",21,16044
"21987",21,15866
"21988",21,18047
"21993",21,23323
"21994",21,24319
"22007",21,11646
"22008",21,11760
"22009",21,11801
"22011",21,11894
"22012",21,9714
"22013",21,10317
"22014",21,11093
"22015",21,9612
"22016",21,10089
"22017",21,11052
"22019",21,12245
"22020",21,10483
"22021",21,9917
"22034",21,9000
"22039",21,7348
"22040",21,6435
"22041",21,5920
"22042",21,6695
"22043",21,6249
"22044",21,6857
"22045",21,7072
"22046",21,6429
"22047",21,7152
"22081",21,17111
"22093",21,10630
"22094",21,11071
"22095",21,10533
"22096",21,10346
"22097",21,10564
"22098",21,10312
"22099",21,10054
"22100",21,10780
"22101",21,10419
"22102",21,11947
"22169",21,36077
"22170",21,36271
"22179",21,29019
"22180",21,27578
"22195",21,11083
"22196",21,12440
"22197",21,13579
"22198",21,20086
"22201",21,13260
"22203",21,14401
"22204",21,14869
"22205",21,15173
"22206",21,15436
"22207",21,16108
"22226",21,12011
"22227",21,11556
"22228",21,11646
"22229",21,11061
"22230",21,10802
"22231",21,10302
"22232",21,10901
"22233",21,9058
"22234",21,10230
"22235",21,11039
"22236",21,11536
"22239",21,11082
"22250",21,7554
"22251",21,7614
"22253",21,8098
"22254",21,7323
"22259",21,6450
"22262",21,6049
"22263",21,5771
"22264",21,6073
"22265",21,8014
"22266",21,5764
"22267",21,6841
"22292",21,20242
"22293",21,20155
"22297",21,18581
"22306",21,16461
"22310",21,12736
"22312",21,11168
"22313",21,11209
"22314",21,10802
"22315",21,10556
"22316",21,10142
"22317",21,9949
"22318",21,10351
"22319",21,10989
"22320",21,10987
"22398",21,28088
"22399",21,26726
"22415",21,11336
"22419",21,12464
"22420",21,13261
"22421",21,13045
"22422",21,14522
"22423",21,14805
"22424",21,14399
"22425",21,14747
"22426",21,15155
"22427",21,16611
"22428",21,17317
"22433",21,23511
"22434",21,26329
"22440",21,16742
"22444",21,12980
"22445",21,12495
"22448",21,11210
"22449",21,11316
"22450",21,10594
"22451",21,10678
"22452",21,11524
"22453",21,11847
"22454",21,12007
"22455",21,11515
"22457",21,11273
"22458",21,11087
"22469",21,7716
"22470",21,7098
"22471",21,7601
"22472",21,7197
"22473",21,7573
"22474",21,6727
"22475",21,6706
"22477",21,6598
"22478",21,5936
"22479",21,6210
"22480",21,5825
"22481",21,5858
"22482",21,5459
"22483",21,5981
"22484",21,5758
"22485",21,6500
"22510",21,19114
"22512",21,21142
"22531",21,11168
"22532",21,11166
"22533",21,11226
"22534",21,11235
"22535",21,10633
"22536",21,10397
"22537",21,10830
"22545",21,17566
"22591",21,27090
"22618",21,25777
"22637",21,13240
"22638",21,14489
"22639",21,13642
"22640",21,14065
"22641",21,14210
"22642",21,14311
"22643",21,14876
"22644",21,15541
"22645",21,16374
"22646",21,16831
"22652",21,23751
"22653",21,23780
"22654",21,24535
"22663",21,13539
"22665",21,12339
"22666",21,11472
"22667",21,11563
"22668",21,9947
"22669",21,10812
"22670",21,11891
"22671",21,11949
"22673",21,12995
"22675",21,11922
"22687",21,7178
"22688",21,6595
"22689",21,6156
"22691",21,8289
"22692",21,7740
"22693",21,6539
"22694",21,6429
"22695",21,6301
"22696",21,6369
"22697",21,6039
"22698",21,5780
"22699",21,5870
"22700",21,5932
"22701",21,5751
"22702",21,5982
"22703",21,5868
"22704",21,7810
"22705",21,6492
"22728",21,20908
"22751",21,10796
"22752",21,11521
"22753",21,10427
"22754",21,10179
"22755",21,10707
"22756",21,10745
"22765",21,17582
"22808",21,29474
"22809",21,29248
"22810",21,25511
"22811",21,24548
"22843",21,17407
"22857",21,13189
"22858",21,13462
"22859",21,13252
"22860",21,13616
"22861",21,14055
"22862",21,14439
"22863",21,14562
"22864",21,16592
"22865",21,16813
"22872",21,22256
"22873",21,23112
"22875",21,20237
"22876",21,18843
"22877",21,18395
"22881",21,14531
"22884",21,12070
"22885",21,11717
"22887",21,10983
"22888",21,11980
"22889",21,11650
"22890",21,12463
"22906",21,6110
"22907",21,5995
"22908",21,6215
"22909",21,6427
"22910",21,6533
"22911",21,7165
"22912",21,6108
"22913",21,6237
"22914",21,5749
"22915",21,6438
"22916",21,6463
"22917",21,5889
"22918",21,5504
"22919",21,5981
"22920",21,6068
"22921",21,6315
"22922",21,6878
"22923",21,7058
"22949",21,22878
"22971",21,11550
"22972",21,11417
"22973",21,10338
"22974",21,10263
"23027",21,29338
"23028",21,27835
"23029",21,24539
"23030",21,26229
"23031",21,27674
"23032",21,24891
"23044",21,31594
"23045",21,32018
"23055",21,25771
"23075",21,13520
"23076",21,13850
"23077",21,13117
"23078",21,12951
"23079",21,13603
"23080",21,14368
"23081",21,14057
"23082",21,14580
"23083",21,15025
"23084",21,15676
"23090",21,20869
"23091",21,21311
"23092",21,20746
"23096",21,18858
"23102",21,12572
"23103",21,12085
"23104",21,12136
"23105",21,11194
"23106",21,13132
"23107",21,12858
"23108",21,12407
"23109",21,13153
"23123",21,6321
"23125",21,5648
"23126",21,5635
"23127",21,5987
"23128",21,6857
"23129",21,6602
"23130",21,6579
"23131",21,7081
"23132",21,5832
"23133",21,6603
"23134",21,6364
"23135",21,6383
"23136",21,5736
"23137",21,5780
"23138",21,6143
"23139",21,6624
"23140",21,6288
"23141",21,7073
"23142",21,8993
"23143",21,10711
"23144",21,8968
"23191",21,11271
"23246",21,34274
"23247",21,29317
"23248",21,25580
"23249",21,27420
"23250",21,28571
"23251",21,27158
"23252",21,24270
"23273",21,27907
"23274",21,25493
"23276",21,22773
"23291",21,13748
"23295",21,13779
"23296",21,12996
"23297",21,12887
"23298",21,13578
"23299",21,13872
"23300",21,14729
"23301",21,14617
"23311",21,20187
"23313",21,19007
"23314",21,16795
"23315",21,16436
"23316",21,16060
"23320",21,17444
"23321",21,13195
"23322",21,12775
"23325",21,12529
"23326",21,13269
"23327",21,12980
"23341",21,10575
"23342",21,6041
"23343",21,6174
"23344",21,5692
"23345",21,5702
"23346",21,6337
"23347",21,6334
"23348",21,6017
"23349",21,6285
"23350",21,6791
"23351",21,6254
"23352",21,6096
"23353",21,6418
"23354",21,6389
"23355",21,6184
"23356",21,5527
"23357",21,5904
"23358",21,6334
"23359",21,5818
"23360",21,7492
"23361",21,8138
"23362",21,8847
"23363",21,9694
"23379",21,15223
"23419",21,14285
"23465",21,33587
"23466",21,30663
"23467",21,32011
"23468",21,30581
"23469",21,28578
"23470",21,30185
"23471",21,23087
"23480",21,29001
"23482",21,29812
"23483",21,30364
"23486",21,31896
"23487",21,32796
"23488",21,29551
"23493",21,26203
"23495",21,22894
"23514",21,11324
"23516",21,13938
"23517",21,13604
"23518",21,14531
"23519",21,14271
"23520",21,14854
"23532",21,18890
"23533",21,16792
"23534",21,16927
"23535",21,16682
"23536",21,16288
"23537",21,16533
"23539",21,13719
"23540",21,12495
"23553",21,12557
"23554",21,11198
"23560",21,8807
"23561",21,6552
"23562",21,6368
"23563",21,6358
"23565",21,5860
"23566",21,5633
"23567",21,5889
"23568",21,6171
"23569",21,6184
"23570",21,6204
"23571",21,5955
"23572",21,6170
"23573",21,5606
"23574",21,6226
"23575",21,6653
"23576",21,6705
"23577",21,6332
"23578",21,6181
"23579",21,7702
"23580",21,8615
"23581",21,9201
"23582",21,10210
"23583",21,9262
"23588",21,13989
"23589",21,13421
"23622",21,18806
"23685",21,31045
"23686",21,29193
"23687",21,30535
"23688",21,32447
"23689",21,32927
"23690",21,31871
"23691",21,23502
"23699",21,28340
"23700",21,29465
"23701",21,29809
"23704",21,33433
"23706",21,34770
"23708",21,35706
"23709",21,27002
"23711",21,26205
"23713",21,22422
"23733",21,11282
"23735",21,12484
"23736",21,13940
"23737",21,13920
"23738",21,14593
"23752",21,15678
"23753",21,16407
"23754",21,16108
"23755",21,15379
"23756",21,16650
"23758",21,13136
"23774",21,9142
"23775",21,10055
"23778",21,8835
"23779",21,8622
"23780",21,6996
"23781",21,6376
"23783",21,6313
"23784",21,6132
"23785",21,5963
"23786",21,6369
"23787",21,6027
"23788",21,5906
"23789",21,5593
"23790",21,6028
"23791",21,6179
"23792",21,5564
"23793",21,5898
"23794",21,5887
"23795",21,6342
"23796",21,6018
"23797",21,5991
"23798",21,6451
"23799",21,7164
"23800",21,7487
"23801",21,8174
"23807",21,12576
"23808",21,12786
"23904",21,25992
"23905",21,28160
"23906",21,29986
"23907",21,34313
"23908",21,32402
"23910",21,23523
"23918",21,28067
"23926",21,28658
"23927",21,27807
"23928",21,28161
"23952",21,11412
"23953",21,11171
"23972",21,16214
"23973",21,16872
"23974",21,14835
"23975",21,14222
"23976",21,13779
"23992",21,9509
"23993",21,9214
"23996",21,8258
"23997",21,7388
"23998",21,7685
"23999",21,7454
"24000",21,6440
"24001",21,6898
"24002",21,6531
"24003",21,6253
"24004",21,6025
"24005",21,6124
"24006",21,6650
"24007",21,6044
"24008",21,5806
"24009",21,5550
"24010",21,5415
"24011",21,5369
"24012",21,5571
"24013",21,5643
"24014",21,6381
"24015",21,7728
"24016",21,6476
"24017",21,6523
"24018",21,6731
"24019",21,7415
"24026",21,12517
"24027",21,12339
"24038",21,29053
"24124",21,25335
"24125",21,22883
"24132",21,25938
"24133",21,26899
"24135",21,25136
"24136",21,26022
"24140",21,28682
"24145",21,27066
"24149",21,25436
"24210",21,9467
"24211",21,9230
"24212",21,8593
"24215",21,8409
"24216",21,8402
"24217",21,8167
"24218",21,8185
"24219",21,7374
"24220",21,7040
"24221",21,7525
"24222",21,6157
"24223",21,7070
"24224",21,6720
"24225",21,6854
"24226",21,6437
"24227",21,5841
"24228",21,5845
"24229",21,5780
"24230",21,5911
"24231",21,5667
"24232",21,5536
"24233",21,5855
"24234",21,5514
"24235",21,6454
"24236",21,6523
"24237",21,6790
"24238",21,7133
"24343",21,22755
"24344",21,23508
"24351",21,25549
"24352",21,26491
"24354",21,23479
"24355",21,27880
"24356",21,28107
"24357",21,27757
"24361",21,25446
"24362",21,26316
"24425",21,15272
"24428",21,8635
"24429",21,9330
"24430",21,8288
"24434",21,8046
"24435",21,8898
"24439",21,8204
"24440",21,7073
"24441",21,6743
"24442",21,6430
"24443",21,6766
"24444",21,6654
"24445",21,6598
"24446",21,5844
"24447",21,5729
"24448",21,5384
"24449",21,6115
"24450",21,5667
"24451",21,5675
"24452",21,6053
"24453",21,5893
"24455",21,6889
"24456",21,6845
"24457",21,6926
"24462",21,12508
"24561",21,22514
"24562",21,22885
"24563",21,21950
"24564",21,21595
"24573",21,25416
"24574",21,22561
"24575",21,25434
"24576",21,25032
"24579",21,23524
"24580",21,23020
"24646",21,8582
"24647",21,8307
"24648",21,8847
"24649",21,8362
"24650",21,7999
"24653",21,7972
"24654",21,8445
"24655",21,9101
"24656",21,7847
"24658",21,7209
"24659",21,6836
"24660",21,6763
"24661",21,6539
"24662",21,6671
"24663",21,7056
"24664",21,6685
"24665",21,6164
"24666",21,5959
"24667",21,5663
"24668",21,5750
"24669",21,5675
"24670",21,5918
"24671",21,6209
"24672",21,6755
"24674",21,9475
"24675",21,7190
"24676",21,7745
"24779",21,24929
"24780",21,24927
"24781",21,37850
"24782",21,21476
"24783",21,23343
"24784",21,20631
"24785",21,19529
"24786",21,20702
"24789",21,24459
"24795",21,23853
"24798",21,24006
"24799",21,22090
"24865",21,9685
"24866",21,9099
"24867",21,7506
"24868",21,7711
"24869",21,8051
"24874",21,7689
"24875",21,7721
"24876",21,6753
"24877",21,6067
"24878",21,7156
"24879",21,7046
"24880",21,6882
"24881",21,6610
"24882",21,6709
"24883",21,6925
"24884",21,6467
"24885",21,6130
"24886",21,5678
"24887",21,5731
"24888",21,5858
"24889",21,6718
"24890",21,6574
"24891",21,8492
"24892",21,7593
"24893",21,7552
"24894",21,8503
"24997",21,25272
"24998",21,24863
"24999",21,40082
"25000",21,24116
"25001",21,38875
"25002",21,24353
"25003",21,30392
"25004",21,31214
"25005",21,17756
"25008",21,24020
"25009",21,23536
"25010",21,22692
"25011",21,20795
"25013",21,24096
"25014",21,24090
"25017",21,22602
"25018",21,22116
"25019",21,22598
"25067",21,24344
"25080",21,11771
"25084",21,8371
"25085",21,8529
"25086",21,8957
"25087",21,8574
"25088",21,7680
"25091",21,7011
"25093",21,7212
"25094",21,7873
"25095",21,6342
"25096",21,6335
"25097",21,6734
"25098",21,6898
"25099",21,6834
"25100",21,6922
"25101",21,6582
"25102",21,7305
"25103",21,6879
"25104",21,6739
"25105",21,6659
"25106",21,6141
"25107",21,6361
"25108",21,6343
"25109",21,6563
"25110",21,7319
"25111",21,7250
"25112",21,7115
"25120",21,9662
"25121",21,9849
"25156",21,16759
"25214",21,26910
"25215",21,25915
"25216",21,32740
"25218",21,41510
"25219",21,23077
"25220",21,24602
"25221",21,22201
"25222",21,26439
"25223",21,24954
"25224",21,26794
"25228",21,21165
"25229",21,19983
"25230",21,19017
"25231",21,20236
"25232",21,21042
"25233",21,25998
"25234",21,23587
"25235",21,22375
"25237",21,20664
"25238",21,20759
"25301",21,9513
"25302",21,8166
"25303",21,8172
"25304",21,8575
"25305",21,8663
"25306",21,8785
"25307",21,8355
"25308",21,7602
"25309",21,8804
"25310",21,9018
"25312",21,6962
"25313",21,7011
"25314",21,7294
"25315",21,6969
"25316",21,6943
"25317",21,6595
"25318",21,6537
"25319",21,6596
"25320",21,6483
"25321",21,6815
"25322",21,7398
"25323",21,8345
"25324",21,7357
"25325",21,6712
"25326",21,6489
"25327",21,6746
"25328",21,6688
"25329",21,7141
"25330",21,7130
"25338",21,9804
"25339",21,9594
"25433",21,31149
"25434",21,32443
"25439",21,22030
"25440",21,31384
"25441",21,24030
"25442",21,19585
"25443",21,22730
"25444",21,17219
"25446",21,23310
"25447",21,21155
"25448",21,19329
"25449",21,17561
"25450",21,17137
"25451",21,17681
"25453",21,25053
"25454",21,23347
"25455",21,21842
"25456",21,19929
"25457",21,18767
"25458",21,19605
"25466",21,10897
"25467",21,8413
"25521",21,8843
"25522",21,7951
"25523",21,9082
"25524",21,9354
"25525",21,8883
"25526",21,9011
"25527",21,7950
"25528",21,8081
"25529",21,8322
"25530",21,7476
"25531",21,7008
"25532",21,7232
"25533",21,6553
"25534",21,6707
"25535",21,6709
"25536",21,6877
"25537",21,6773
"25538",21,7069
"25539",21,6675
"25540",21,6941
"25541",21,7482
"25542",21,7573
"25543",21,7006
"25544",21,7344
"25545",21,6987
"25546",21,7137
"25548",21,7493
"25549",21,7387
"25550",21,7968
"25553",21,13663
"25554",21,8846
"25555",21,9810
"25556",21,9337
"25557",21,9625
"25558",21,10017
"25659",21,33013
"25660",21,21198
"25667",21,18726
"25668",21,17341
"25669",21,16657
"25670",21,16512
"25676",21,21655
"25685",21,9098
"25686",21,8437
"25719",21,25569
"25735",21,10710
"25737",21,10107
"25738",21,9490
"25739",21,9380
"25740",21,8253
"25741",21,7514
"25742",21,9850
"25743",21,8582
"25744",21,9449
"25745",21,9020
"25746",21,8635
"25747",21,7702
"25748",21,8194
"25749",21,7802
"25750",21,8515
"25751",21,7265
"25752",21,7075
"25753",21,6864
"25754",21,6668
"25755",21,6873
"25756",21,6732
"25757",21,6879
"25758",21,6867
"25759",21,7335
"25760",21,7045
"25761",21,6796
"25762",21,7276
"25763",21,7088
"25764",21,7266
"25765",21,7432
"25766",21,7158
"25767",21,7155
"25768",21,7485
"25771",21,13340
"25772",21,9361
"25773",21,9481
"25774",21,9620
"25775",21,9011
"25776",21,9578
"25777",21,9103
"25786",21,23272
"25885",21,16281
"25887",21,14218
"25888",21,15673
"25889",21,14364
"25891",21,12438
"25892",21,18356
"25903",21,9042
"25904",21,8543
"25905",21,7031
"25946",21,16310
"25947",21,20460
"25949",21,19493
"25950",21,16866
"25952",21,12531
"25953",21,11611
"25954",21,11884
"25955",21,11294
"25956",21,8988
"25957",21,10145
"25958",21,8935
"25959",21,8792
"25960",21,10468
"25961",21,9617
"25962",21,9625
"25963",21,9778
"25968",21,8018
"25969",21,8590
"25970",21,9047
"25971",21,6886
"25972",21,6923
"25973",21,6619
"25974",21,7023
"25975",21,6734
"25976",21,6798
"25977",21,7033
"25978",21,6897
"25979",21,6964
"25980",21,7170
"25981",21,7480
"25982",21,6883
"25983",21,6758
"25984",21,7219
"25985",21,7476
"25990",21,10134
"25991",21,10330
"25992",21,9550
"25993",21,10404
"25994",21,11730
"25995",21,9192
"25996",21,9019
"26104",21,16271
"26105",21,16340
"26106",21,16461
"26107",21,16173
"26108",21,12895
"26109",21,13479
"26121",21,7782
"26122",21,8564
"26123",21,7029
"26160",21,17843
"26164",21,16044
"26165",21,16307
"26167",21,16293
"26172",21,10307
"26173",21,9957
"26175",21,10169
"26176",21,10371
"26177",21,9824
"26178",21,10734
"26179",21,11620
"26180",21,10123
"26181",21,9661
"26182",21,12925
"26187",21,10062
"26188",21,8700
"26189",21,8896
"26191",21,7086
"26192",21,6860
"26193",21,6736
"26194",21,7134
"26195",21,6526
"26196",21,6621
"26197",21,6963
"26198",21,7492
"26199",21,8078
"26200",21,7874
"26201",21,7560
"26202",21,7186
"26203",21,7756
"26204",21,8292
"26209",21,9741
"26210",21,10041
"26211",21,9630
"26212",21,9905
"26213",21,10757
"26214",21,9605
"26215",21,9586
"26238",21,16037
"26239",21,15043
"26324",21,16932
"26325",21,15509
"26326",21,14750
"26327",21,15908
"26333",21,10491
"26342",21,9010
"26343",21,7657
"26379",21,17887
"26381",21,17234
"26386",21,15043
"26391",21,12751
"26394",21,9307
"26395",21,10010
"26396",21,7856
"26397",21,10379
"26398",21,9481
"26410",21,7024
"26411",21,7148
"26412",21,6955
"26413",21,6613
"26414",21,6600
"26415",21,6920
"26416",21,7156
"26417",21,7144
"26418",21,7810
"26419",21,7563
"26420",21,7496
"26421",21,7924
"26423",21,8871
"26424",21,10321
"26429",21,10375
"26432",21,9993
"26433",21,11981
"26457",21,15521
"26458",21,14705
"26544",21,16111
"26545",21,14309
"26550",21,9924
"26555",21,8439
"26556",21,7942
"26561",21,9064
"26562",21,7296
"26563",21,7154
"26564",21,6798
"26565",21,6665
"26566",21,7256
"26604",21,15017
"26605",21,13653
"26608",21,13742
"26613",21,7923
"26614",21,7652
"26615",21,7621
"26616",21,8282
"26617",21,7868
"26628",21,7295
"26629",21,7398
"26630",21,6745
"26631",21,6704
"26632",21,7039
"26633",21,6638
"26634",21,7224
"26635",21,7384
"26636",21,7171
"26637",21,7133
"26638",21,7311
"26639",21,7756
"26640",21,7664
"26641",21,8194
"26642",21,9566
"26645",21,12591
"26651",21,10000
"26675",21,13642
"26676",21,14375
"26677",21,14156
"26765",21,10307
"26766",21,10714
"26767",21,8360
"26768",21,7370
"26769",21,8522
"26770",21,7781
"26771",21,8721
"26774",21,7604
"26775",21,7751
"26776",21,8158
"26781",21,8104
"26782",21,7513
"26783",21,6707
"26784",21,6872
"26785",21,6935
"26786",21,6939
"26787",21,8018
"26788",21,8284
"26789",21,8111
"26813",21,18533
"26820",21,16728
"26828",21,16403
"26833",21,7809
"26834",21,6945
"26835",21,7430
"26838",21,7577
"26839",21,7942
"26840",21,10351
"26847",21,7046
"26848",21,6749
"26849",21,6867
"26850",21,6290
"26851",21,6353
"26852",21,6927
"26853",21,7293
"26854",21,7749
"26855",21,7938
"26856",21,7168
"26857",21,7243
"26858",21,7837
"26859",21,8079
"26860",21,8309
"26861",21,9690
"26894",21,13667
"26895",21,13791
"26896",21,13833
"26897",21,13294
"26898",21,13080
"26980",21,15225
"26984",21,10610
"26985",21,9718
"26986",21,7960
"26987",21,7367
"26988",21,7893
"26989",21,8598
"26990",21,8243
"26993",21,7830
"26994",21,8267
"26995",21,7762
"26998",21,7766
"26999",21,9056
"27000",21,8469
"27001",21,8024
"27002",21,6457
"27003",21,6781
"27004",21,7383
"27005",21,7762
"27006",21,7775
"27007",21,8616
"27008",21,8100
"27009",21,8565
"27046",21,14451
"27052",21,8708
"27054",21,6627
"27056",21,7065
"27057",21,6930
"27058",21,7788
"27059",21,7168
"27060",21,6805
"27062",21,8340
"27063",21,8282
"27067",21,6851
"27068",21,6524
"27069",21,6551
"27070",21,6729
"27071",21,6580
"27072",21,7190
"27073",21,7629
"27074",21,8056
"27075",21,7058
"27076",21,8171
"27078",21,10332
"27079",21,8930
"27080",21,12405
"27081",21,15251
"27082",21,16045
"27088",21,13215
"27110",21,15752
"27111",21,16172
"27112",21,14401
"27113",21,13549
"27114",21,14115
"27115",21,14074
"27116",21,13301
"27117",21,13259
"27118",21,13417
"27203",21,8548
"27204",21,7529
"27205",21,7903
"27206",21,7119
"27207",21,8424
"27208",21,7850
"27209",21,8064
"27210",21,7996
"27213",21,7776
"27214",21,7755
"27216",21,7463
"27217",21,7839
"27218",21,8171
"27220",21,7179
"27221",21,6386
"27222",21,6441
"27223",21,6809
"27224",21,6587
"27225",21,7117
"27226",21,9151
"27227",21,9253
"27232",21,9598
"27265",21,16243
"27266",21,14957
"27273",21,7201
"27274",21,6864
"27275",21,7094
"27276",21,6951
"27277",21,7760
"27278",21,7634
"27279",21,6760
"27281",21,7544
"27282",21,7924
"27283",21,7723
"27285",21,7725
"27286",21,8139
"27287",21,7163
"27288",21,6704
"27289",21,7437
"27290",21,7132
"27291",21,7181
"27292",21,7763
"27293",21,7006
"27294",21,7308
"27295",21,7932
"27296",21,8352
"27297",21,8863
"27299",21,13498
"27300",21,15541
"27301",21,15373
"27321",21,20060
"27328",21,16665
"27329",21,17140
"27330",21,14628
"27331",21,15124
"27332",21,14192
"27334",21,13648
"27335",21,13918
"27336",21,12814
"27421",21,8487
"27422",21,8301
"27423",21,7822
"27424",21,7603
"27425",21,7159
"27426",21,7944
"27427",21,8125
"27428",21,8186
"27429",21,8314
"27430",21,8390
"27431",21,7946
"27432",21,7491
"27433",21,7263
"27434",21,7163
"27435",21,7169
"27436",21,7720
"27437",21,7920
"27438",21,7438
"27439",21,8157
"27440",21,6623
"27441",21,6804
"27442",21,6899
"27443",21,6598
"27444",21,7145
"27446",21,7715
"27450",21,8335
"27451",21,10801
"27471",21,16705
"27481",21,18535
"27483",21,17336
"27484",21,14430
"27485",21,13816
"27486",21,13164
"27491",21,8125
"27492",21,8043
"27493",21,7678
"27494",21,7427
"27496",21,7247
"27497",21,6718
"27498",21,6856
"27500",21,7126
"27501",21,7827
"27502",21,7758
"27503",21,8160
"27504",21,7709
"27505",21,7530
"27506",21,7194
"27507",21,6946
"27508",21,7153
"27509",21,6996
"27510",21,7151
"27511",21,7033
"27512",21,7277
"27513",21,7152
"27517",21,12676
"27518",21,15426
"27540",21,21811
"27547",21,16359
"27548",21,15208
"27549",21,14632
"27550",21,15139
"27551",21,14007
"27552",21,13158
"27553",21,13123
"27554",21,13048
"27555",21,13048
"27633",21,8288
"27634",21,8098
"27635",21,8119
"27636",21,8066
"27637",21,9261
"27638",21,9179
"27639",21,10535
"27640",21,10015
"27641",21,7257
"27642",21,6661
"27643",21,6508
"27644",21,6472
"27645",21,7273
"27646",21,7975
"27647",21,7705
"27648",21,8382
"27649",21,8162
"27650",21,7575
"27651",21,7431
"27652",21,7266
"27653",21,6898
"27654",21,7470
"27656",21,6756
"27657",21,8684
"27658",21,6049
"27659",21,7063
"27660",21,6963
"27661",21,6971
"27662",21,6602
"27663",21,7191
"27664",21,8261
"27669",21,9304
"27670",21,10531
"27699",21,20129
"27700",21,18000
"27701",21,16965
"27702",21,15955
"27703",21,13072
"27704",21,13066
"27705",21,13555
"27710",21,7829
"27711",21,7707
"27712",21,8218
"27713",21,7906
"27716",21,9086
"27717",21,6415
"27719",21,7149
"27720",21,6946
"27721",21,7079
"27722",21,7619
"27723",21,7529
"27724",21,7425
"27725",21,6585
"27726",21,6602
"27727",21,7085
"27728",21,7775
"27729",21,6911
"27730",21,7436
"27731",21,7450
"27732",21,8660
"27740",21,15530
"27747",21,14019
"27748",21,14019
"27766",21,15648
"27767",21,15814
"27768",21,15350
"27769",21,14580
"27770",21,13641
"27771",21,13205
"27772",21,13685
"27773",21,12877
"27774",21,13303
"27850",21,8718
"27851",21,9063
"27852",21,8367
"27853",21,7887
"27854",21,7771
"27855",21,7164
"27856",21,8901
"27857",21,8324
"27858",21,7737
"27859",21,6912
"27860",21,7359
"27861",21,7338
"27862",21,7438
"27863",21,7305
"27864",21,7195
"27865",21,7217
"27866",21,7240
"27867",21,8451
"27868",21,7635
"27869",21,7013
"27870",21,7117
"27871",21,7395
"27872",21,6868
"27873",21,7524
"27874",21,7231
"27875",21,6829
"27876",21,9056
"27877",21,6710
"27878",21,6972
"27879",21,6918
"27880",21,6668
"27881",21,6583
"27882",21,6988
"27883",21,8249
"27918",21,20348
"27919",21,18257
"27920",21,16688
"27921",21,15631
"27922",21,14218
"27923",21,13590
"27924",21,13968
"27928",21,8899
"27929",21,7581
"27930",21,7512
"27931",21,7767
"27932",21,7221
"27935",21,9065
"27936",21,6778
"27938",21,6870
"27939",21,6689
"27940",21,6868
"27942",21,8039
"27943",21,6574
"27944",21,6497
"27945",21,7099
"27946",21,7587
"27947",21,7100
"27948",21,7500
"27949",21,7485
"27957",21,18753
"27958",21,15353
"27959",21,16213
"27960",21,16229
"27965",21,13534
"27966",21,13756
"27985",21,17468
"27987",21,14735
"27988",21,17880
"27989",21,14170
"27990",21,13871
"27991",21,13666
"27992",21,12920
"27993",21,13025
"28068",21,10215
"28069",21,10001
"28070",21,8373
"28071",21,8134
"28072",21,8207
"28074",21,7047
"28075",21,8492
"28077",21,7373
"28078",21,6895
"28079",21,6613
"28080",21,7682
"28081",21,7119
"28082",21,7314
"28083",21,7592
"28084",21,6951
"28085",21,7424
"28086",21,7669
"28087",21,8894
"28088",21,7962
"28089",21,6958
"28090",21,6633
"28091",21,7167
"28092",21,7149
"28093",21,7929
"28094",21,6880
"28095",21,6859
"28097",21,7957
"28098",21,7329
"28099",21,6797
"28100",21,6804
"28101",21,7937
"28102",21,8630
"28106",21,9022
"28108",21,8561
"28111",21,10134
"28112",21,10993
"28124",21,23233
"28137",21,20704
"28138",21,18412
"28139",21,17001
"28141",21,15912
"28142",21,15223
"28143",21,14796
"28145",21,9642
"28149",21,8887
"28150",21,8375
"28153",21,10025
"28154",21,7025
"28155",21,6732
"28156",21,5884
"28157",21,6318
"28158",21,6520
"28159",21,6216
"28160",21,7271
"28161",21,7671
"28162",21,6818
"28163",21,6812
"28164",21,6936
"28165",21,7165
"28166",21,7464
"28167",21,7207
"28168",21,8137
"28178",21,16512
"28179",21,18527
"28188",21,15707
"28189",21,18061
"28197",21,20471
"28205",21,16273
"28206",21,16988
"28208",21,14087
"28209",21,14203
"28210",21,13561
"28212",21,14545
"28287",21,9701
"28288",21,9504
"28292",21,8191
"28294",21,8396
"28295",21,7621
"28296",21,7642
"28297",21,8164
"28298",21,6756
"28299",21,7065
"28300",21,7686
"28301",21,7726
"28302",21,8001
"28303",21,6940
"28304",21,7562
"28307",21,7232
"28308",21,7164
"28309",21,6638
"28310",21,6981
"28311",21,7014
"28312",21,7016
"28313",21,6932
"28314",21,7490
"28316",21,7366
"28317",21,7320
"28318",21,7049
"28319",21,7054
"28321",21,8044
"28323",21,8845
"28324",21,9122
"28325",21,9529
"28327",21,10361
"28328",21,9410
"28330",21,9874
"28356",21,19425
"28358",21,17807
"28359",21,17511
"28360",21,14664
"28361",21,14310
"28362",21,14445
"28367",21,9496
"28372",21,7951
"28373",21,6389
"28374",21,7079
"28375",21,5928
"28376",21,6089
"28377",21,6884
"28378",21,7227
"28379",21,8118
"28380",21,8085
"28381",21,7169
"28382",21,7704
"28383",21,6818
"28384",21,7489
"28385",21,7298
